Probe_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol
200009_at,-0.214363876,13.34555517,-6.555643989,2.15E-10,1.97E-09,12.99148798,GDI2
226364_at,0.353164451,9.923796857,6.55504102,2.16E-10,1.97E-09,12.98800764,HIP1
204470_at,-0.852246536,7.466090874,-6.55343814,2.18E-10,1.99E-09,12.97875701,CXCL1
234973_at,-0.547333075,7.414676761,-6.552167022,2.20E-10,2.01E-09,12.9714223,SLC38A5
219155_at,-0.460337516,9.148366258,-6.551273799,2.21E-10,2.02E-09,12.9662688,PITPNC1
230072_at,0.437585641,7.356931651,6.550428194,2.22E-10,2.03E-09,12.96139053,TBC1D15
1558972_s_at,-0.891891489,6.68078256,-6.550337061,2.22E-10,2.03E-09,12.96086481,THEMIS
230840_at,0.981214597,6.421972625,6.54990672,2.23E-10,2.03E-09,12.9583824,SMIM1
219664_s_at,0.504337139,9.327742049,6.549001883,2.24E-10,2.04E-09,12.95316328,DECR2
1555167_s_at,-0.67212375,8.444626675,-6.548903861,2.24E-10,2.04E-09,12.95259792,NAMPT
1555167_s_at,-0.67212375,8.444626675,-6.548903861,2.24E-10,2.04E-09,12.95259792,NAMPTP1
223624_at,0.511990383,7.58672441,6.548383484,2.25E-10,2.05E-09,12.94959665,ZFAND4
218482_at,-0.325320822,11.81197072,-6.546944331,2.27E-10,2.06E-09,12.94129733,ENY2
232702_at,-0.275070908,8.533794331,-6.544239671,2.30E-10,2.10E-09,12.92570384,RABGAP1L
229597_s_at,-0.470131809,8.25390948,-6.543944214,2.31E-10,2.10E-09,12.92400071,WDFY4
223020_at,-0.287701357,11.97257398,-6.543904848,2.31E-10,2.10E-09,12.92377379,CLPTM1L
227385_at,0.350191976,9.424511228,6.543419894,2.31E-10,2.11E-09,12.92097846,PLPP6
231018_at,1.114900842,5.832953791,6.542074416,2.33E-10,2.12E-09,12.91322381,PALM3
203614_at,0.265566841,10.46297172,6.541959452,2.33E-10,2.12E-09,12.91256127,ALG11
203614_at,0.265566841,10.46297172,6.541959452,2.33E-10,2.12E-09,12.91256127,UTP14C
205340_at,-0.361479798,9.533430188,-6.541846305,2.33E-10,2.12E-09,12.91190922,ZBTB24
214426_x_at,-0.322050222,8.778136016,-6.540734859,2.35E-10,2.14E-09,12.9055045,CHAF1A
223592_s_at,0.302991838,11.51370878,6.539730396,2.36E-10,2.15E-09,12.89971699,RNF135
202495_at,-0.231312707,10.43379117,-6.539478227,2.37E-10,2.15E-09,12.89826415,TBCC
224735_at,-0.298255596,9.833190723,-6.539476365,2.37E-10,2.15E-09,12.89825342,CYB561A3
218358_at,-0.395963311,11.44042697,-6.536809921,2.41E-10,2.19E-09,12.8828937,CRELD2
244462_at,0.367335051,8.696043733,6.536166166,2.41E-10,2.19E-09,12.87918615,ZNF224
232683_s_at,0.271281264,10.46052938,6.535963589,2.42E-10,2.20E-09,12.87801951,PARP6
230345_at,-0.69099982,6.791157532,-6.535406613,2.43E-10,2.20E-09,12.87481205,SEMA7A
235609_at,-0.614987811,8.667298437,-6.534679835,2.44E-10,2.21E-09,12.87062705,BRIP1
1558605_at,0.480769195,8.328879684,6.534392975,2.44E-10,2.21E-09,12.86897533,TTC5
205844_at,-0.812054328,6.738391665,-6.53375575,2.45E-10,2.22E-09,12.86530643,VNN1
231871_at,-0.313677814,8.383538439,-6.530488039,2.50E-10,2.26E-09,12.84649649,GPR180
211814_s_at,-0.815001285,7.217141434,-6.529990734,2.50E-10,2.27E-09,12.84363448,CCNE2
226301_at,-0.50388556,9.932613593,-6.529896983,2.51E-10,2.27E-09,12.84309496,SLC18B1
205246_at,-0.397146655,8.419412785,-6.529447778,2.51E-10,2.28E-09,12.84050995,PEX13
202887_s_at,-0.653493953,11.62253021,-6.529414786,2.51E-10,2.28E-09,12.8403201,DDIT4
228923_at,-0.853383907,6.101545252,-6.529016065,2.52E-10,2.28E-09,12.83802572,S100A6
218260_at,-0.456132603,9.899155276,-6.528642564,2.52E-10,2.28E-09,12.83587657,DDA1
203186_s_at,-0.599325838,12.04182177,-6.52824781,2.53E-10,2.29E-09,12.83360523,S100A4
242804_at,0.407877106,8.222234824,6.52819866,2.53E-10,2.29E-09,12.83332243,POLN
226383_at,0.234164933,9.598388784,6.527522884,2.54E-10,2.30E-09,12.82943441,ARL14EP
228752_at,0.564024789,9.361116943,6.527151458,2.55E-10,2.30E-09,12.82729757,CRACR2A
218876_at,1.000836874,7.588409588,6.525445626,2.57E-10,2.32E-09,12.81748501,TPPP3
218876_at,1.000836874,7.588409588,6.525445626,2.57E-10,2.32E-09,12.81748501,RNU1-123P
208729_x_at,-0.389959844,13.92875538,-6.524967149,2.58E-10,2.33E-09,12.81473299,HLA-B
208729_x_at,-0.389959844,13.92875538,-6.524967149,2.58E-10,2.33E-09,12.81473299,MIR6891
218002_s_at,1.222406046,11.45525569,6.5212921,2.64E-10,2.38E-09,12.79360067,CXCL14
227534_at,-0.347160693,8.938061779,-6.521273566,2.64E-10,2.38E-09,12.79349412,PRXL2C
226554_at,0.249148324,10.28719435,6.520160192,2.65E-10,2.39E-09,12.7870938,ZBTB7A
227357_at,0.25780951,10.647638,6.519875474,2.66E-10,2.40E-09,12.78545721,TAB3
226721_at,0.389346032,10.45060336,6.519486225,2.66E-10,2.40E-09,12.78321986,DPY19L4
232594_at,0.42340678,8.844459288,6.518573892,2.68E-10,2.42E-09,12.77797628,HSBP1L1
223924_at,0.646240915,6.072119802,6.516856812,2.71E-10,2.44E-09,12.76810901,ODAD4
221553_at,-0.316123368,10.79352931,-6.516237312,2.72E-10,2.45E-09,12.76454951,MAGT1
212294_at,0.402157899,11.65170779,6.515780384,2.72E-10,2.45E-09,12.76192428,GNG12
202345_s_at,-0.793468398,11.14717797,-6.515575448,2.73E-10,2.46E-09,12.76074689,FABP5
202345_s_at,-0.793468398,11.14717797,-6.515575448,2.73E-10,2.46E-09,12.76074689,FABP5P7
202345_s_at,-0.793468398,11.14717797,-6.515575448,2.73E-10,2.46E-09,12.76074689,FABP5P2
202345_s_at,-0.793468398,11.14717797,-6.515575448,2.73E-10,2.46E-09,12.76074689,FABP5P1
202345_s_at,-0.793468398,11.14717797,-6.515575448,2.73E-10,2.46E-09,12.76074689,FABP5P11
219410_at,-0.752222162,10.72366064,-6.515193045,2.73E-10,2.46E-09,12.75855,TMEM45A
207170_s_at,0.227984462,10.61916212,6.514359013,2.75E-10,2.47E-09,12.75375886,LETMD1
225492_at,0.288352117,10.69800599,6.512495393,2.78E-10,2.50E-09,12.7430549,TMEM33
205122_at,-0.581157997,8.084006688,-6.511033353,2.80E-10,2.52E-09,12.73465913,TMEFF1
205122_at,-0.581157997,8.084006688,-6.511033353,2.80E-10,2.52E-09,12.73465913,MSANTD3-TMEFF1
236046_at,0.485811212,7.249631354,6.510883297,2.80E-10,2.52E-09,12.73379751,CCDC127
242750_at,0.281331767,9.195657842,6.510217103,2.81E-10,2.53E-09,12.72997244,MMAA
202145_at,-0.711153985,11.47473194,-6.510169391,2.81E-10,2.53E-09,12.7296985,LY6E
220789_s_at,-0.354047159,8.974698335,-6.509328648,2.83E-10,2.54E-09,12.72487168,TBRG4
1552848_a_at,-0.847695099,6.768129812,-6.508496938,2.84E-10,2.55E-09,12.72009718,PTCHD1
226410_at,-0.324265249,7.769112614,-6.507547124,2.86E-10,2.57E-09,12.71464528,CTU2
232480_at,0.495169977,8.271244139,6.506747973,2.87E-10,2.58E-09,12.71005866,MIRLET7BHG
227021_at,-0.31931218,8.969673104,-6.5066813,2.87E-10,2.58E-09,12.70967601,KDM1B
221652_s_at,-0.333413379,10.73995665,-6.505642015,2.89E-10,2.60E-09,12.70371186,INTS13
203167_at,-0.51801086,9.500810118,-6.503496281,2.93E-10,2.63E-09,12.69140045,TIMP2
208002_s_at,-0.494859391,9.639192866,-6.502944826,2.94E-10,2.64E-09,12.68823691,ACOT7
214369_s_at,-0.462637335,7.594898784,-6.502484026,2.95E-10,2.64E-09,12.68559359,RASGRP2
222184_at,0.679124175,7.026645223,6.502159516,2.95E-10,2.65E-09,12.68373217,FAM66D
225868_at,-0.417022822,9.608754471,-6.500559901,2.98E-10,2.67E-09,12.67455767,TRIM47
213611_at,-1.142898417,5.522373944,-6.500508955,2.98E-10,2.67E-09,12.6742655,AQP5
226805_at,0.36376233,9.241008749,6.498901178,3.01E-10,2.70E-09,12.66504599,FITM2
226456_at,-0.554733351,9.110724687,-6.498657191,3.01E-10,2.70E-09,12.66364705,RMI2
212635_at,0.221178099,10.5014257,6.496871873,3.04E-10,2.73E-09,12.65341182,TNPO1
229966_at,-0.341439597,8.082715045,-6.496243113,3.06E-10,2.73E-09,12.64980765,EWSR1
232250_at,1.113854284,5.234694188,6.496191045,3.06E-10,2.74E-09,12.6495092,CFAP92
213478_at,0.436787759,10.90369583,6.495939646,3.06E-10,2.74E-09,12.64806822,KAZN
201230_s_at,0.278101482,9.674829288,6.495446034,3.07E-10,2.75E-09,12.64523903,ARIH2
221712_s_at,-0.342008426,9.166729356,-6.493978149,3.10E-10,2.77E-09,12.63682669,WDR74
208059_at,-0.927211861,5.362047896,-6.492740578,3.12E-10,2.79E-09,12.6297354,CCR8
204558_at,-1.003932711,6.953632947,-6.492615888,3.12E-10,2.79E-09,12.62902099,RAD54L
222995_s_at,0.348733517,10.23487604,6.491062986,3.15E-10,2.81E-09,12.62012445,RHBDD2
213046_at,0.278794705,10.28011933,6.49082144,3.15E-10,2.82E-09,12.61874078,PABPN1
221263_s_at,-0.328470068,11.70744878,-6.49016665,3.17E-10,2.83E-09,12.61499011,SF3B5
212543_at,-0.641229876,11.07102132,-6.490159167,3.17E-10,2.83E-09,12.61494725,CRYBG1
244811_at,-0.39018488,8.960703655,-6.489388558,3.18E-10,2.84E-09,12.61053353,PHIP
213330_s_at,-0.468986004,10.71889186,-6.486456687,3.24E-10,2.89E-09,12.59374473,STIP1
228256_s_at,0.554754442,9.369396822,6.48602541,3.24E-10,2.90E-09,12.5912756,EPB41L4A
239483_at,0.713462698,6.339402953,6.485868328,3.25E-10,2.90E-09,12.59037631,EDRF1-DT
239483_at,0.713462698,6.339402953,6.485868328,3.25E-10,2.90E-09,12.59037631,EDRF1-AS1
219663_s_at,0.673414398,6.677855014,6.485435121,3.26E-10,2.90E-09,12.58789631,TMEM121
239133_at,0.280937914,8.916715941,6.484777832,3.27E-10,2.92E-09,12.58413373,CTDSPL2
239854_at,0.967888663,5.764772967,6.48475914,3.27E-10,2.92E-09,12.58402673,SYCE3
200824_at,-0.729886112,11.28893266,-6.483222325,3.30E-10,2.94E-09,12.57523057,GSTP1
210006_at,0.335703059,9.007640873,6.482972934,3.30E-10,2.94E-09,12.5738033,ABHD14A
227214_at,-0.480210365,7.707244143,-6.482908928,3.30E-10,2.94E-09,12.57343699,GOPC
206542_s_at,0.361577164,10.92317271,6.482838702,3.31E-10,2.95E-09,12.5730351,SMARCA2
201260_s_at,0.281652272,11.65024232,6.482355984,3.32E-10,2.95E-09,12.57027266,SYPL1
227536_at,0.323993048,10.15521641,6.482118026,3.32E-10,2.96E-09,12.56891095,ZC3H13
204431_at,0.528555632,8.571941572,6.482058415,3.32E-10,2.96E-09,12.56856984,TLE2
213549_at,0.368329575,8.68393759,6.482009533,3.32E-10,2.96E-09,12.56829013,PDZD8
203221_at,-0.617840533,10.69807323,-6.481462931,3.33E-10,2.97E-09,12.56516241,TLE1
222843_at,-0.400738598,9.613429977,-6.479430319,3.37E-10,3.00E-09,12.55353339,FIGNL1
204378_at,0.891695204,7.787449165,6.479008813,3.38E-10,3.01E-09,12.55112222,BCAS1
202777_at,0.270856035,11.24817635,6.478756455,3.39E-10,3.01E-09,12.54967869,SHOC2
228456_s_at,0.280770767,9.182939,6.477575956,3.41E-10,3.03E-09,12.54292663,CDS2
202086_at,-0.868986255,11.78979275,-6.476090385,3.44E-10,3.06E-09,12.53443101,MX1
225005_at,0.251580349,10.59128475,6.47522552,3.46E-10,3.07E-09,12.52948574,PHF13
209584_x_at,-0.565857004,8.682482783,-6.475134071,3.46E-10,3.07E-09,12.52896287,APOBEC3C
241762_at,-0.734575624,8.401771606,-6.472932092,3.50E-10,3.11E-09,12.51637449,FBXO32
1557322_at,0.37500852,6.549009396,6.472274205,3.52E-10,3.12E-09,12.51261409,ZNF230
203105_s_at,-0.319066748,9.764393646,-6.470663173,3.55E-10,3.15E-09,12.50340687,DNM1L
235767_x_at,0.247212527,10.15635424,6.470530788,3.55E-10,3.15E-09,12.50265035,PHAX
225392_at,0.2558623,10.10221671,6.470501498,3.55E-10,3.15E-09,12.50248298,GFM2
235352_at,0.436039959,9.350879619,6.469046822,3.59E-10,3.18E-09,12.49417104,MR1
229538_s_at,-0.558170278,8.501394847,-6.468209946,3.60E-10,3.19E-09,12.48938983,IQGAP3
218405_at,-0.289259572,9.011835195,-6.467842428,3.61E-10,3.20E-09,12.48729028,ABT1
222458_s_at,-0.3451095,9.069534536,-6.467416462,3.62E-10,3.21E-09,12.48485696,AKIRIN1
213156_at,0.541159721,10.09009277,6.465082446,3.67E-10,3.25E-09,12.47152613,MIR568
239806_at,0.862217474,5.782740009,6.463944101,3.69E-10,3.27E-09,12.46502576,SLC38A11
239806_at,0.862217474,5.782740009,6.463944101,3.69E-10,3.27E-09,12.46502576,RNA5SP111
232049_at,0.704728118,5.949946325,6.463210584,3.71E-10,3.29E-09,12.46083759,SNX2
203420_at,0.290417746,11.43089137,6.462053378,3.74E-10,3.31E-09,12.45423101,FAM8A1
210279_at,-0.822000286,7.062869005,-6.462010992,3.74E-10,3.31E-09,12.45398904,GPR18
65472_at,0.31712291,8.317302069,6.461532205,3.75E-10,3.31E-09,12.45125589,C2orf68
232088_x_at,0.607377627,7.554358662,6.460473604,3.77E-10,3.33E-09,12.44521343,LINC00899
212873_at,-0.608371686,9.43184527,-6.460007652,3.78E-10,3.34E-09,12.44255404,ARHGAP45
206053_at,0.2494139,8.044511149,6.459303455,3.80E-10,3.36E-09,12.43853516,ZNF510
231856_at,0.750598383,9.615987239,6.457739276,3.83E-10,3.39E-09,12.42960953,ARFGEF3
217478_s_at,-0.540217498,11.1957418,-6.457620146,3.83E-10,3.39E-09,12.42892981,HLA-DMA
218927_s_at,-0.288950493,9.662536464,-6.457366161,3.84E-10,3.39E-09,12.42748068,CHST12
226604_at,0.316470253,10.18020536,6.457129355,3.84E-10,3.40E-09,12.42612961,TMTC3
203765_at,-0.355130482,9.559522537,-6.457119321,3.84E-10,3.40E-09,12.42607236,GCA
1569157_s_at,0.476332823,7.562122416,6.454747474,3.90E-10,3.44E-09,12.41254215,ZNF846
211029_x_at,1.045352052,5.361715246,6.453668123,3.92E-10,3.46E-09,12.40638626,FGF18
1555274_a_at,-0.440766396,8.857035748,-6.453622143,3.92E-10,3.46E-09,12.40612404,SELENOI
227466_at,0.29251243,10.29334078,6.450112963,4.01E-10,3.53E-09,12.38611566,FAM200B
231078_at,-0.937589094,4.944070082,-6.449919234,4.01E-10,3.53E-09,12.38501131,SLC25A37
212465_at,0.268861168,10.57294571,6.449489342,4.02E-10,3.54E-09,12.38256082,SETD3
233245_at,-0.593383534,6.356360448,-6.449447104,4.02E-10,3.54E-09,12.38232006,BLTP3A
207080_s_at,1.354138685,4.128147998,6.449091671,4.03E-10,3.55E-09,12.38029412,PYY
229846_s_at,-0.419878283,8.823962794,-6.448960484,4.03E-10,3.55E-09,12.37954637,MAPKAP1
225655_at,-0.706956283,10.28294145,-6.448190733,4.05E-10,3.57E-09,12.3751592,UHRF1
208730_x_at,-0.232818886,9.330737775,-6.445023303,4.13E-10,3.63E-09,12.35711077,RAB2A
240293_at,0.842931017,5.820795778,6.44295579,4.18E-10,3.67E-09,12.34533351,DRC12
229611_at,0.957304618,6.379570158,6.442797322,4.18E-10,3.68E-09,12.34443094,LMLN
223448_x_at,-0.281710624,9.239473895,-6.442340099,4.19E-10,3.68E-09,12.34182689,MRPS22
224887_at,0.284133369,10.18741459,6.441022357,4.22E-10,3.71E-09,12.33432266,GNPTG
203269_at,-0.326577473,10.91916164,-6.440817735,4.23E-10,3.71E-09,12.33315749,NSMAF
225373_at,-0.386038736,8.919587585,-6.438763514,4.28E-10,3.76E-09,12.32146185,VSIR
209531_at,0.461812518,8.716715252,6.43690349,4.33E-10,3.80E-09,12.31087435,GSTZ1
208407_s_at,0.340854734,11.22008353,6.436383472,4.34E-10,3.81E-09,12.30791477,CTNND1
216384_x_at,-0.468444469,11.98811239,-6.43636947,4.34E-10,3.81E-09,12.30783508,PTMAP9
216384_x_at,-0.468444469,11.98811239,-6.43636947,4.34E-10,3.81E-09,12.30783508,PTMAP4
222447_at,0.299576967,9.624128078,6.435359765,4.37E-10,3.83E-09,12.30208907,METTL9
205404_at,-0.626839314,7.546996366,-6.434663758,4.38E-10,3.84E-09,12.29812865,HSD11B1
205443_at,-0.370754419,8.752397718,-6.434505237,4.39E-10,3.85E-09,12.29722668,SNAPC1
207147_at,1.647234503,5.621031271,6.433581712,4.41E-10,3.86E-09,12.29197226,DLX2
220988_s_at,0.647428141,9.616114975,6.432955647,4.43E-10,3.88E-09,12.28841057,C1QTNF3
228053_s_at,-0.31646524,11.57566879,-6.431519794,4.47E-10,3.91E-09,12.28024301,TOMM5
1556436_at,0.456783457,7.108799972,6.430785334,4.49E-10,3.92E-09,12.27606572,EXTL3-AS1
1563674_at,-0.57727369,7.845268812,-6.430192095,4.50E-10,3.94E-09,12.27269192,FCRL2
201375_s_at,0.310778103,12.16418137,6.429651718,4.52E-10,3.95E-09,12.26961895,PPP2CB
218499_at,-0.638150581,10.13867022,-6.429507981,4.52E-10,3.95E-09,12.26880159,STK26
220638_s_at,1.148402982,6.854339399,6.429217027,4.53E-10,3.96E-09,12.26714713,CBLC
32209_at,-0.310613729,10.50966859,-6.429113571,4.53E-10,3.96E-09,12.26655886,ZNRD2
32209_at,-0.310613729,10.50966859,-6.429113571,4.53E-10,3.96E-09,12.26655886,FAM89B
201221_s_at,0.273020234,11.63262819,6.429059624,4.53E-10,3.96E-09,12.26625211,SNRNP70
43544_at,0.275559093,9.798880739,6.428375723,4.55E-10,3.97E-09,12.26236352,MED16
227286_at,0.296095587,9.630808686,6.427487384,4.57E-10,3.99E-09,12.25731301,INO80E
1552770_s_at,0.512486375,7.2594097,6.426249933,4.61E-10,4.02E-09,12.25027857,ZNF563
1553043_a_at,-0.589375026,8.050588578,-6.425635351,4.62E-10,4.03E-09,12.24678529,CD300LF
208715_at,0.325859681,10.42392543,6.424955297,4.64E-10,4.05E-09,12.24292018,TMCO1
225100_at,-0.559969414,8.425870605,-6.424002602,4.67E-10,4.07E-09,12.23750603,FBXO45
204512_at,-0.268332675,9.856693794,-6.423572021,4.68E-10,4.08E-09,12.23505925,HIVEP1
217887_s_at,-0.253154505,11.17022771,-6.422665997,4.70E-10,4.10E-09,12.22991118,EPS15
215823_x_at,-0.364928495,13.86188346,-6.422654577,4.70E-10,4.10E-09,12.22984629,RLIM
215823_x_at,-0.364928495,13.86188346,-6.422654577,4.70E-10,4.10E-09,12.22984629,PABPC1P3
1557370_s_at,-0.316198103,10.13485524,-6.420203216,4.77E-10,4.15E-09,12.21592037,MYCBP2
205603_s_at,-0.401143786,8.753260761,-6.419977312,4.78E-10,4.16E-09,12.21463724,DIAPH2
213398_s_at,0.229529538,10.47083873,6.419562061,4.79E-10,4.17E-09,12.21227872,SDR39U1
213711_at,-1.677733532,7.546184318,-6.419389064,4.79E-10,4.17E-09,12.21129617,KRT81
224584_at,0.210708184,13.12641211,6.418845846,4.81E-10,4.18E-09,12.20821107,TMEM230
224584_at,0.210708184,13.12641211,6.418845846,4.81E-10,4.18E-09,12.20821107,TMEM230P2
215051_x_at,-0.684537192,9.946601443,-6.418351538,4.82E-10,4.19E-09,12.20540392,AIF1
235062_at,0.518172472,6.524246907,6.417271255,4.85E-10,4.22E-09,12.19926963,PIH1D2
226380_at,0.482942959,9.067978633,6.414593268,4.93E-10,4.28E-09,12.18406637,PTPN21
221865_at,0.354225279,9.54214916,6.413223485,4.97E-10,4.32E-09,12.17629185,TMEM268
228434_at,0.918984119,9.075553734,6.412961229,4.98E-10,4.32E-09,12.1748035,BTNL9
218936_s_at,-0.264502287,10.12762259,-6.411864289,5.01E-10,4.35E-09,12.16857869,CCDC59
225851_at,0.275721994,9.513331772,6.411098442,5.03E-10,4.37E-09,12.16423322,CHURC1-FNTB
225851_at,0.275721994,9.513331772,6.411098442,5.03E-10,4.37E-09,12.16423322,FNTB
225729_at,0.239429782,9.863128378,6.411008147,5.03E-10,4.37E-09,12.16372091,C6orf89
227959_at,0.581748851,8.086554899,6.410672542,5.04E-10,4.38E-09,12.16181681,ANKRD9
222437_s_at,0.227100463,12.29579377,6.410512786,5.05E-10,4.38E-09,12.16091044,CHMP3
225904_at,-0.371165152,10.21255079,-6.410381638,5.05E-10,4.38E-09,12.16016639,CCSAP
220276_at,1.435897508,5.417845195,6.410010074,5.06E-10,4.39E-09,12.15805844,RERGL
1558662_s_at,-0.897583149,7.843804101,-6.409394564,5.08E-10,4.40E-09,12.15456675,BANK1
212863_x_at,0.340077376,11.76442231,6.409059795,5.09E-10,4.41E-09,12.15266776,CTBP1
218724_s_at,-0.395452176,7.75958504,-6.408158937,5.12E-10,4.43E-09,12.14755801,TGIF2
200612_s_at,0.352821498,10.94725951,6.407490981,5.14E-10,4.45E-09,12.14376966,AP2B1
218741_at,-0.789132938,8.05201575,-6.406881654,5.16E-10,4.46E-09,12.1403141,CENPM
222514_at,-0.278853489,10.2528512,-6.406831926,5.16E-10,4.46E-09,12.14003209,RRAGC
212698_s_at,0.349965953,11.67064496,6.406081018,5.18E-10,4.48E-09,12.13577398,SEPTIN10
212698_s_at,0.349965953,11.67064496,6.406081018,5.18E-10,4.48E-09,12.13577398,SEPTIN10P1
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SULT1A1
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SLX1A-SULT1A3
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SULT1A4
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SLX1B-SULT1A4
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SULT1A3
215299_x_at,0.400092482,11.19750608,6.405974538,5.18E-10,4.48E-09,12.13517021,SULT1A2
230528_s_at,0.329396613,9.282573421,6.405808366,5.19E-10,4.49E-09,12.13422797,MZF1-AS1
223993_s_at,-0.380228467,12.35772405,-6.401453186,5.32E-10,4.60E-09,12.10953987,CNIH4
213930_at,0.308906885,8.57984437,6.400466556,5.35E-10,4.62E-09,12.1039488,ATG12
201198_s_at,-0.258900822,10.73938043,-6.399843636,5.37E-10,4.64E-09,12.10041915,PSMD1
229266_at,0.713004215,6.099339708,6.39894259,5.40E-10,4.66E-09,12.09531404,SHISA6
222257_s_at,-1.023483842,5.613975339,-6.398882827,5.40E-10,4.66E-09,12.09497546,ACE2
226148_at,0.339464169,11.01312891,6.398729046,5.41E-10,4.66E-09,12.09410423,ZBTB44
211569_s_at,0.387064423,10.2967732,6.398664319,5.41E-10,4.67E-09,12.09373753,HADH
229211_at,0.261444491,9.306121015,6.398042295,5.43E-10,4.68E-09,12.09021373,DUSP28
219708_at,0.894697471,5.711354718,6.397727382,5.44E-10,4.69E-09,12.08842984,NT5M
228284_at,-0.589382895,9.075085889,-6.397619165,5.44E-10,4.69E-09,12.08781684,TLE1P1
228686_at,0.377040564,7.471663703,6.396258578,5.49E-10,4.73E-09,12.08011037,SLC12A2-DT
243704_at,0.474234854,7.861070813,6.395458827,5.51E-10,4.75E-09,12.07558111,GPATCH2
230730_at,0.594016486,7.988661001,6.394652649,5.54E-10,4.77E-09,12.0710159,SGCD
200011_s_at,0.275529972,12.12856891,6.394590805,5.54E-10,4.77E-09,12.07066571,ARF3
231776_at,-0.752942117,8.662593535,-6.394550562,5.54E-10,4.77E-09,12.07043783,EOMES
202090_s_at,0.258420603,12.78610107,6.394307362,5.55E-10,4.78E-09,12.06906075,UQCR11
212735_at,-0.267262585,8.370149979,-6.393026991,5.59E-10,4.81E-09,12.06181151,RUBCN
209284_s_at,0.289418222,10.65764129,6.393009887,5.59E-10,4.81E-09,12.06171468,TASOR
202623_at,0.268737128,10.92325784,6.390749676,5.66E-10,4.87E-09,12.04892054,EAPP
1563646_a_at,0.405959957,8.167438693,6.390399822,5.68E-10,4.88E-09,12.04694047,TMEM67
219723_x_at,-0.506322002,7.24555424,-6.389632916,5.70E-10,4.90E-09,12.04260031,AGPAT3
225838_at,0.270034102,9.972293104,6.389209382,5.72E-10,4.91E-09,12.04020357,EPC2
201070_x_at,-0.31610997,9.856033612,-6.387304108,5.78E-10,4.96E-09,12.02942333,SF3B1
222853_at,0.861423798,8.17033623,6.387210498,5.78E-10,4.96E-09,12.02889374,FLRT3
204971_at,-0.901842994,10.4663372,-6.386963884,5.79E-10,4.97E-09,12.02749857,CSTA
201589_at,-0.291168053,11.90207503,-6.386233418,5.81E-10,4.99E-09,12.02336636,SMC1A
217461_x_at,0.477202904,7.199511283,6.385584356,5.84E-10,5.01E-09,12.01969495,BTF3P12
1552613_s_at,-0.455751654,8.024145228,-6.38548386,5.84E-10,5.01E-09,12.01912652,CDC42SE2
208655_at,0.270447851,13.10437198,6.385253438,5.85E-10,5.01E-09,12.01782322,CCNI
1556822_s_at,0.876810435,4.098981284,6.385158579,5.85E-10,5.02E-09,12.0172867,ZNF497-AS1
217734_s_at,0.330089468,10.68772586,6.384464045,5.87E-10,5.04E-09,12.0133586,WDR6
239562_at,0.441565238,7.634671946,6.384047201,5.89E-10,5.05E-09,12.0110012,MTHFD2L
224644_at,0.237486251,11.62935935,6.383764518,5.90E-10,5.05E-09,12.0094026,FGD5-AS1
225671_at,-0.459848688,8.16294219,-6.382832869,5.93E-10,5.08E-09,12.00413441,SPNS2
217961_at,0.304898686,9.638550928,6.382660281,5.94E-10,5.08E-09,12.00315855,SLC25A38
208113_x_at,-0.316658824,14.00186116,-6.381735205,5.97E-10,5.11E-09,11.99792823,PABPC3
236295_s_at,-0.688543993,8.54035962,-6.380325821,6.02E-10,5.15E-09,11.9899608,NLRC3
213189_at,-0.446009366,9.329841274,-6.380307456,6.02E-10,5.15E-09,11.98985699,RIOX2
242938_s_at,-0.477636093,7.09858912,-6.378579192,6.08E-10,5.20E-09,11.98008879,FOXK2
239433_at,0.517682355,7.892323149,6.377662569,6.11E-10,5.23E-09,11.97490884,LRRC8E
218730_s_at,1.149587151,8.157273557,6.376666643,6.15E-10,5.25E-09,11.96928139,OGN
218971_s_at,-0.308100614,8.510147876,-6.375767316,6.18E-10,5.28E-09,11.96420036,WDR91
1558123_at,0.468235866,7.164843569,6.375599445,6.19E-10,5.29E-09,11.96325199,LINC00957
1562738_a_at,0.465942125,6.48799151,6.374687809,6.22E-10,5.31E-09,11.95810209,USP3-AS1
1554019_s_at,-0.380113638,7.082292633,-6.374585634,6.22E-10,5.31E-09,11.95752493,CEP57L1
203836_s_at,-0.395798646,9.550065361,-6.374283927,6.23E-10,5.32E-09,11.95582072,MAP3K5
204538_x_at,0.311396804,12.81477069,6.374180312,6.24E-10,5.33E-09,11.95523545,NPIPA1
204538_x_at,0.311396804,12.81477069,6.374180312,6.24E-10,5.33E-09,11.95523545,NPIPA5
204538_x_at,0.311396804,12.81477069,6.374180312,6.24E-10,5.33E-09,11.95523545,NPIPA6
204538_x_at,0.311396804,12.81477069,6.374180312,6.24E-10,5.33E-09,11.95523545,NPIPP1
204538_x_at,0.311396804,12.81477069,6.374180312,6.24E-10,5.33E-09,11.95523545,NPIPA8
